,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
3519,6.289467839,0,58.70275759,0,6.473518865,0,6.365626884,20.60419509,0,0,0,0,0,0,0,1.564433726,0,92.35
3520,6.358128786,0,59.24364499,0,6.383111611,0,6.314408844,20.1424021,0,0,0,1.558303666,0,0,0,0,0,85.59
3521,6.03030303,3.018181818,59.10909091,0,6.054545455,0,6.072727273,19.71515152,0,0,0,0,0,0,0,0,0,81.7
3523,6.432604959,0,61.5209919,0,0,1.215320403,9.145592929,21.68548981,0,0,0,0,0,0,0,0,0,43.42
3524,6.430887842,0,61.61353485,0,0,0,9.153766138,21.86563055,0,0,0,0,0,0.936180628,0,0,0,45.91
3525,6.053149606,0,61.58341535,0,0,0,9.264271654,21.56126969,0,0,0,0,0,0,0,1.537893701,0,52.33
3526,5.710806697,0,62.3652968,0,0,0,8.675799087,21.86910198,0,0,0,1.378995434,0,0,0,0,0,37.85
3527,5.648917979,2.49425084,61.91697624,0,0,0,9.057137803,20.88271714,0,0,0,0,0,0,0,0,0,39.48
3529,13.05797007,0,59.15953206,0,0,0,1.967191687,24.5147376,0,1.30056859,0,0,0,0,0,0,0,78.05
3530,0,0,57.2190515,0,14.76423427,4.769669792,2.853648594,19.91099334,0,0,0,0,0,0,0.4824025,0,0,107.07
3532,0,0,57.39712661,0,15.06678779,0,2.846472191,20.41654049,0,0,3.785202382,0,0,0,0.487870529,0,0,115.11
3533,0,0,58.15941834,0,10.08482564,0,2.9352363,21.0515686,0,3.339167901,3.918136529,0,0,0,0.511646694,0,0,106.64
3534,0,0,57.8121911,0,15.3014827,0,3.176276771,21.18945634,0,0,0,0,0,2.02306425,0.49752883,0,0,114.2
3535,0,0,58.32838382,0,10.28839174,0,3.128093447,21.68217515,0,3.933214545,0,0,0,2.118392398,0.521348908,0,0,114.61
3536,0,0,57.80168596,0,15.75097583,0,3.043920359,21.41568537,0,0,0,0,0,0,0.541214288,1.446518188,0,115.2
3537,0,0,58.54178278,0,10.3268531,0,3.140674688,22.06012523,0,3.881585418,0,0,0,0,0.557322231,1.491656558,0,114.68
3538,0,4.398364298,62.06652285,0,0,0,7.070869691,18.3984287,0,0,8.06581447,0,0,0,0,0,0,52.72
3539,0,4.411717419,62.09845976,0,0,1.79748545,7.080613525,18.45075404,0,0,6.160969806,0,0,0,0,0,0,47.55
3540,0,4.824828028,62.04447288,0,0,0,7.096464566,18.12829947,0,0,6.053431451,0,0,1.852503599,0,0,0,55.65
3541,0,4.795947809,61.9882666,0,0,0,7.110569679,18.02327445,0,0,6.148815439,0,0,0,0,1.933126022,0,54.26
3543,0.577332118,8.842297174,63.8347007,0,2.139167426,0,0,23.98359161,0,0,0,0.622910969,0,0,0,0,0,31.43
3544,0,8.792411529,63.76018485,0,2.353155783,0,0,23.93591147,0,0.529004013,0,0.62933236,0,0,0,0,0,35.75
3545,0,8.736918958,64.10318812,0,2.214650767,0,0,24.01435872,0,0,0,0.620588951,0,0,0.310294476,0,0,31.01
3546,0.534564451,8.88105941,63.78325841,0,2.271898919,0,0,23.90353541,0,0,0,0,0,0,0.625683392,0,0,33.04
3547,0,8.869987849,63.83657351,0,2.181044957,0,0,23.97326853,0,0.522478736,0,0,0,0,0.616646416,0,0,35.22
3548,0,6.390086861,62.86825002,0,4.02113831,0,3.110004252,22.99702363,0,0,0.30978558,0,0,0,0,0.303711353,0,50
3549,0,6.07013003,63.73636532,0,0,0,1.96585937,24.88753312,0,2.86559438,0.342022555,0,0,0,0,0.132495224,0,38.69
3550,0,5.910010898,63.20411023,0,4.241008874,0,1.164564845,24.66760081,0,0,0.351860501,0,0,0,0.323836214,0.137007629,0,46
3551,0,5.926479285,63.25209325,0,4.139820089,0,1.176580446,24.51209263,0,0,0.357954369,0.510474056,0,0,0,0.124505867,0,46.97
3552,0,6.453601257,62.95497272,0,3.310013252,0,1.843005517,23.8388757,0,0.844454033,0.755077511,0,0,0,0,0,0,52.22
3553,0,4.508348794,63.1694496,0,0,2.841682127,7.309833024,20.42980829,0,0,0,0,0,1.20593692,0,0.534941249,0,33.89
3554,0,4.554115258,62.84866469,0,0,2.795564579,7.277838513,19.78135249,0,0,2.205216305,0,0,0,0,0.537248165,0,37.12
3555,0,4.652016894,63.25212707,0,0,0,7.632980351,20.36175552,0,0,2.292342535,0,0,1.239517659,0,0.569259962,0,39.41
3556,0,4.765662943,63.37421078,0,0,1.505585236,7.776833414,20.47717339,0,0,0,0,0,0.640480816,0,1.460053424,0,33.89
3557,0,4.662286943,63.57058521,0,0,0,7.647361569,20.98634616,0,0,1.165571736,0,0,0.602464352,0,1.365384033,0,34.96
3558,0,1.562248867,60.57411039,0,4.776752708,1.006139702,5.168922177,21.69790093,0,3.053778649,1.89977177,0,0,0,0,0.260374811,0,81.73
3559,0,2.258452927,61.50216408,0,3.944156985,2.261707182,5.26538449,21.43577728,0,0.442578672,2.889778385,0,0,0,0,0,0,65.19
3562,0,11.4547118,57.8042086,0,6.178713022,2.946020128,0,15.85239402,0,5.763952425,0,0,0,0,0,0,0,106.33
3563,0,11.66012117,57.47861296,0,6.295856547,0,0,15.3743112,0,6.198435169,2.992662952,0,0,0,0,0,0,109.27
3564,0,11.56570591,57.69113337,0,6.106497313,0,0,15.59294089,0,5.880556913,0,0,0,0,0,3.163165608,0,111.41
3567,0,12.02039825,57.59470617,0,6.174113647,0,0,15.21976688,0,5.906993686,0,0,0,3.08402137,0,0,0,108.95
3568,0,11.6191374,58.94119727,0,5.874381334,0,0,14.78022626,0,5.703511666,0,3.081546076,0,0,0,0,0,101.59
3569,0,10.82575352,59.33357113,0,6.093573509,0,0,15.64116283,0,4.964033054,0,0,0,0,3.141905951,0,0,86.6
3571,0,10.97639172,58.14339843,0,5.9457884,1.422325853,3.007869426,15.01311571,0,5.491110463,0,0,0,0,0,0,0,102.55
3585,0,0,63.30735983,0,0,0,6.008400804,13.8582821,6.501491447,0,10.32446582,0,0,0,0,0,0,73.88
3586,0,0,63.42939217,0,0,0,5.952999419,14.77859609,6.069125691,0,9.769886624,0,0,0,0,0,0,68.44
3587,0,0,55.53958348,0,16.64679896,0,0,16.17348012,2.152724213,0,9.487413225,0,0,0,0,0,0,140.54
3588,0,8.860962395,54.82960921,0,15.40730292,0,0,9.999038246,1.955566954,0,8.947520277,0,0,0,0,0,0,137.63
3589,0,0,57.29256736,0,14.11821672,0,0,18.45882475,2.123612216,0,8.006778958,0,0,0,0,0,0,126.02
3590,0,0,57.82646196,0,13.25513196,0,0,19.14438503,2.090736588,0,7.683284457,0,0,0,0,0,0,123.11
3591,0,0,64.21350968,0,3.717524799,0,0,0,19.7260274,0.892772792,10.30703826,0,0,0,1.143127067,0,0,136.37
3592,0,0,60.35505825,0,12.78306571,8.794109811,0,0,18.06776623,0,0,0,0,0,0,0,0,155.36
3593,0,0,61.07136955,0,0,8.289066742,0,0,18.73126048,11.90830323,0,0,0,0,0,0,0,165.99
3596,0,0,66.88474769,0,0,9.093978853,2.26241479,0,21.75885866,0,0,0,0,0,0,0,0,67.66
3597,0,0,66.56700249,0,0,0,2.166612501,0,21.36713249,0,9.899252519,0,0,0,0,0,0,97.5
3598,0,0,66.62644892,0,0,0,2.232085147,0,21.42457017,0,0,0,0,9.716895764,0,0,0,106.12
3599,0,0,66.55970861,0,0,0,2.15939641,0,21.35981268,0,0,0,0,0,0,9.9210823,0,127.96
3600,0,0,66.03514489,0,0,0,0,0,21.38019318,0,0,0,0,0,0,0,12.58466193,156.27
3602,0,4.653827789,62.41604329,0,0,0,6.850230781,19.0800573,0,0,5.927104886,0,0,1.072735954,0,0,0,51.75
3603,0,5.834183122,63.08828528,0,4.245851488,0,1.940607521,24.41210099,0,0,0.349185748,0,0,0,0,0.129785853,0,47.39
3604,0,4.407527739,63.44020107,0,0,1.40378839,7.411267088,20.97100472,0,0,1.112609575,0,0,0,0,1.253601422,0,33.76
3605,15.08100332,0,58.09720398,0,0,0,6.173766185,20.64802652,0,0,0,0,0,0,0,0,0,80.01
3606,18.16334307,0,56.7953766,0,0,0,4.737711165,20.30356916,0,0,0,0,0,0,0,0,0,78.12
3609,0,0,57.14816296,0,14.27347009,0,14.29061197,14.28775499,0,0,0,0,0,0,0,0,0,106.88
3612,0,0,57.50850134,0,0,0,8.914257955,18.23232937,0,15.34491134,0,0,0,0,0,0,0,112.17
3613,0,0,60.31746032,0,6.349206349,4.761904762,9.523809524,19.04761905,0,0,0,0,0,0,0,0,0,62.85
3614,0,0,60.30217605,0,6.328592696,0,9.717778974,18.90975896,0,0,4.741693326,0,0,0,0,0,0,74.16
3620,0,0,59.71067723,0,6.463045299,0,9.678458664,17.81364779,0,0,0,0,0,0,0,6.334171016,0,90.93
3628,0,0,59.68699581,0,3.343013875,6.311713456,9.506292352,17.91222975,0,3.23975476,0,0,0,0,0,0,0,68.9
3629,0,0,59.63359274,0,3.307392996,0,9.325551232,17.88261997,0,3.249027237,6.601815824,0,0,0,0,0,0,82.35
3632,0,0,59.62578097,0,3.314881357,0,9.47848888,17.77540384,0,3.211291315,0,0,0,6.594153637,0,0,0,86.17
3633,9.861455623,0,60.17302922,0,0.042349809,0,9.250408373,19.81668582,0,0,0,0,0,0,0.856071148,0,0,52
3634,9.026564942,0,60.14645954,0,0.036768085,1.283818978,9.363605724,20.14278273,0,0,0,0,0,0,0,0,0,44
3635,9.294056341,0,59.9086534,0,0.042914508,0,9.539282102,19.71615118,0,0,0,0,0,1.498942464,0,0,0,52.4
3637,7.992247178,0,61.57222666,0,0.057006043,0,9.109565614,18.5782693,2.690685213,0,0,0,0,0,0,0,0,46.9
3638,9.109361545,0,60.02890884,0,0.049206544,0,9.275433633,19.99938492,0,0,1.537704515,0,0,0,0,0,0,53.8
3639,9.297457053,0,59.91318269,0,0.061572563,0,9.242041746,19.88485931,0,0,0,0,0,0,0,1.600886645,0,54.8
3640,4.417816509,0,60.65419995,0,4.532800775,0,9.222948439,19.76519003,0,0,0,1.407044299,0,0,0,0,0,72.12
3641,4.422393728,0,60.13414186,0,4.759279677,1.176038221,9.298052187,20.21009433,0,0,0,0,0,0,0,0,0,70.93
3642,4.511832049,0,59.99201989,0,4.794205212,0,9.324452902,19.97483196,0,0,0,0,0,1.402657991,0,0,0,75.68
3644,0,0,61.39862523,0,4.351530989,0,8.776913026,18.20712379,3.005169573,4.260637391,0,0,0,0,0,0,0,86.29
3645,4.42516002,0,60.06893156,0,4.683653373,0,9.207287051,20.08862629,0,0,1.526341704,0,0,0,0,0,0,73.29
3646,4.453466199,0,60.04797933,0,4.638002091,0,9.300608968,19.99138833,0,0,0,0,0,0,0,1.568555084,0,76.06
3647,0,0,59.946803,0,4.311029742,0,3.419807247,21.9834882,0,3.288541919,0,0,0,0.131265329,0,6.919064562,0,105.83
3648,0,0,60.09592161,0,4.099095991,0,3.512525016,22.07922159,0,3.18818577,0,0,0,1.783865848,0,5.241184183,0,98.09
3649,0,0,60.18457936,0,3.987740625,0,3.374771859,22.37335996,0,3.395433727,0,0,0,3.35410999,0,3.330004477,0,101.06
3650,0,0,59.87622308,0,4.211181413,0,3.429796356,21.87186668,0,3.457456004,0,0,0,5.300280054,0,1.853196418,0,98.31
3651,0,0,60.05579857,0,4.112561568,0,3.396135432,22.21609892,0,3.492577412,0,0,0,6.664829677,0,0.061998416,0,101.24
3653,0,0,59.7501208,0,4.514392214,0,3.347829088,21.88858977,0,3.610133223,1.680817284,0,0,1.746393318,0,3.461724305,0,97.35
3654,0,0,59.81102145,0,4.365818332,0,3.400234499,21.92565004,0,3.641630457,1.703565763,0,0,3.351955307,0,1.800124146,0,99.15
3655,0,0,59.78795911,0,4.488657878,0,3.394031187,21.97170493,0,3.696946749,1.703900038,0,0,4.915493443,0,0.041306668,0,94.08
3656,0,0,60.10012084,0,4.011738305,0,3.431727948,22.14396686,0,3.307440014,3.535301226,0,0,0.07940618,0,3.390298636,0,92.71
3657,0,0,60.02618523,0,4.203417861,0.034454245,3.438533627,22.13340684,0,3.397188534,3.342061742,0,0,1.660694598,0,1.764057332,0,93.71
3658,0,0,59.91455053,0,4.265582469,0.034455432,3.424869931,22.0342487,0,3.569582745,3.421424388,0,0,3.335285808,0,0,0,90.48
3660,0,0,59.78144714,0,4.405529318,0.024130442,3.392050743,21.917336,0,3.695404874,5.088076114,0,0,1.696025371,0,0,0,90.17
3661,0,0,60.13121547,0,3.88121547,0.075966851,3.425414365,22.17541436,0,3.370165746,6.940607735,0,0,0,0,0,0,91.55
3662,0,0,59.96076272,0,4.212845047,1.638328629,3.414331934,22.1277621,0,3.613960212,5.032009362,0,0,0,0,0,0,86.44
3663,0,0,60.0703424,0,3.999862074,1.575807731,3.461949588,22.12682321,0,3.434364332,3.617116651,0,0,1.713734009,0,0,0,86.94
3664,0,0,60.06334779,0,4.110720925,1.490738828,3.435929216,22.19927012,0,3.470357364,1.697307719,0,0,3.515113957,0,0.017214074,0,89.43
3665,0,0,60.15156734,0,3.98897692,3.2311402,3.36203927,22.34240441,0,3.451601791,3.472270065,0,0,0,0,0,0,83.15
3666,0,0,60.04614961,0,4.174128668,1.62212426,3.409560546,22.19658355,0,3.444000551,0,0,0,5.06268081,0,0.044772007,0,93.41
3667,0,0,60.14669927,0,4.05661352,3.192258687,3.505630359,22.20462137,0,3.271462516,1.721822377,0,0,1.900891904,0,0,0,84.53
3668,0,0,59.95157385,0,4.136976825,3.261847112,3.403666551,21.95780007,0,3.375994466,0,0,0,3.891387063,0,0.020754064,0,87.25
3669,0,0,59.9012465,0,4.260902593,5.196643762,3.466731121,21.90532095,0,3.41148441,1.857670661,0,0,0,0,0,0,80.62
3670,0,0,60.08458259,0,4.153486453,4.758630175,3.500206299,22.20121029,0,3.410810067,0,0,0,1.89107413,0,0,0,81.13
3686,0,0,62.58864003,0,0,2.871586042,4.612792249,22.87088394,0,0,7.056097732,0,0,0,0,0,0,57.31
3687,0,0,62.64305841,0,0,4.466553032,5.14140606,22.71541378,0,0,5.03356872,0,0,0,0,0,0,47.72
3688,0,0,62.55391679,0,0,6.149993043,5.322109364,22.44677891,0,0,3.527201892,0,0,0,0,0,0,44.11
3693,0,0,60.28824684,0,3.511739631,1.522430476,4.851478449,21.60498004,0,3.39671155,4.824413018,0,0,0,0,0,0,89.05
3695,0,0,57.39731237,0,7.270537525,0,7.524087221,18.17951318,0,7.023326572,0,0,0,0,0,2.605223124,0,118.18
3696,0,0,56.60841252,0,6.791148914,0,6.91075819,16.47285534,0,6.631669878,0,0,0,0,0,6.58515516,0,127.95
3698,0,0,54.90572068,0,9.920102269,2.403323746,6.52604666,16.42058166,0,9.824224992,0,0,0,0,0,0,0,141.66
3699,0,0,54.80220524,0,9.762388368,0,6.473869169,16.08795177,0,9.678563368,3.195022085,0,0,0,0,0,0,144.48
3700,0,0,54.777358,0,9.719396816,0,6.554942039,15.93206109,0,9.590235397,0,0,0,0,0,3.426006652,0,152.62
3702,0,0,55.18587989,0,9.759847483,1.312997755,9.064911903,15.37160604,0,9.304756926,0,0,0,0,0,0,0,140.42
3703,0,0,55.40843599,0,9.290037172,0,9.320758195,15.3666554,0,9.130287856,1.483825382,0,0,0,0,0,0,135.79
3704,0,0,55.4824831,0,9.348494161,0,9.471419791,15.27965581,0,8.752304856,0,0,0,0,0,1.665642286,0,132.72
3706,0,0,56.27417946,0,9.34107076,0,6.402096593,18.67278173,0,9.309871459,0,0,0,0,0,0,0,143.39
3708,0,0,59.36679585,0,6.394549319,0,6.238279785,21.87460933,0,6.125765721,0,0,0,0,0,0,0,103.46
3709,0,8.748022874,64.04367928,0,2.329967149,0,0,24.00535345,0,0,0,0.295048059,0,0,0.577929188,0,0,29.68
3710,0,8.287691845,62.64520012,0,4.303340355,0,1.913933193,22.35028589,0,0.018055974,0.349082155,0,0,0,0,0.132410472,0,46.91
3711,0,5.752157059,63.19557334,0,4.170313868,0,1.162936101,24.5373265,0,0,0.700262598,0.481430536,0,0,0,0,0,48.45
3712,0,6.032568468,63.2093511,0,3.170490994,0,1.912163829,24.42326672,0,0.783370343,0.351591414,0,0,0,0,0.117197138,0,47.61
3713,0,8.993643401,59.39014412,0,6.06709044,1.563975077,0,18.92818931,0,3.222355088,1.834602555,0,0,0,0,0,0,86.9
3714,0,11.81603345,57.62891595,0,6.22311095,1.211900867,0,15.51536084,0,6.107980367,0,0,0,1.49669757,0,0,0,96.32
3715,0,9.802943377,58.8301322,0,6.310800698,1.534048391,0,17.84734348,0,3.866300823,0,0,0,0,0,1.80843103,0,114.04
3755,0,0,57.26678043,0,13.78697383,0.046217292,0,20.56313993,0.575938567,0,7.760949943,0,0,0,0,0,0,123.571
3756,0,0,56.26048072,0,15.67915036,0.946757965,0,17.46785914,1.928451649,0,7.717300168,0,0,0,0,0,0,127.08
3757,0,0,56.15856867,0,15.5200842,3.002981933,0,17.07770567,1.999649184,0,6.241010349,0,0,0,0,0,0,122.682
3758,0,0,55.97560976,0,16.33449477,3.648083624,0,17.07665505,2.027874564,0,4.93728223,0,0,0,0,0,0,122.711
3759,0,0,55.94913715,0,16.16013414,4.83127227,0,16.86578635,2.07503668,0,4.11863341,0,0,0,0,0,0,132.014
3760,0,0,57.05894693,0,14.14586393,0.048947626,0,17.52674638,1.811062163,0,8.460946787,0.94748619,0,0,0,0,0,131.99
3762,0,0,57.46879334,0,13.7517337,0.065880721,0,15.91539528,1.962552011,0,7.881414702,2.954230236,0,0,0,0,0,134.135
3763,0,0,57.17502772,0,14.49556541,0.045038803,0,17.72796563,1.863913525,0,7.618486696,0,0,0,1.074002217,0,0,127.96
3794,1.787048991,0,60.52524292,0,5.374736699,0.716858055,1.481280152,25.06964735,0,2.35781749,0.754229802,0,0,0.642114561,0,1.291023986,0,90.3
3795,1.910428028,1.137002148,60.36688151,0,3.754751281,0,2.022806148,24.15468518,0,4.33647331,1.057676417,0,0,0,0,1.259295984,0,90.7
3796,1.911789368,0.81838001,60.02683213,0,3.400972665,1.143719604,2.025825927,23.64246185,0,4.709039074,1.173905752,0,0,0,0,1.147073621,0,91.4
3810,7.156133829,8.190830235,58.37670384,0,0,7.069392813,5.941759603,13.04213135,0,0,0,0.223048327,0,0,0,0,0,80
3811,6.226734349,4.27749577,55.40101523,0,4.805414552,12.00676819,6.20642978,10.84263959,0,0,0,0.233502538,0,0,0,0,0,91
3812,7.161635391,8.201130148,57.55597861,0,2.876741305,7.08004714,4.200284048,10.68806092,2.012510199,0,0,0.223612244,0,0,0,0,0,89
3814,9.696306782,5.983785871,56.53069103,0,0.875048256,9.432505469,5.147342684,10.39441513,0.894350791,0,0,0.678805816,0,0,0.366748166,0,0,87
3815,11.766536,5.55659262,56.3032792,0,0,8.72378819,5.86148964,9.36469417,1.984941821,0,0,0.438678365,0,0,0,0,0,91
3817,7.583057786,4.339474099,56.80995119,0,3.048338844,9.36860337,6.298220753,9.422138246,2.128798614,0,0,0.236183278,0,0,0.765233821,0,0,104
3818,6.119373649,8.399397235,56.38799712,0,0.589661272,11.33460001,4.658324052,10.34200354,0,1.939330407,0,0.229312717,0,0,0,0,0,96
3819,9.978675151,2.6808381,55.57661713,0,3.005788173,9.711268321,5.483532478,12.4090309,0,0,0,0.700673594,0,0,0.453576143,0,0,95
3834,0.822763113,0,59.85601646,0,5.142269455,0.445663353,2.331162153,23.24305794,0,3.428179637,0.651354131,0,0,1.028453891,0,3.051079877,0,90.3
3835,0.862354892,1.194029851,59.40298507,0,3.515754561,0,3.11774461,21.92371476,0,6.169154229,0.895522388,0,0,0,0,2.918739635,0,90.7
3836,0.869856139,0.869856139,59.11676146,0,3.211776514,0.702576112,3.144864503,21.64603546,0,6.758113081,1.003680161,0,0,0,0,2.676480428,0,91.4
3840,4.7451719,12.47575408,61.08565485,0,0,0,3.82312428,16.23141146,0,0.562224159,0.632502179,0.444157085,0,0,0,0,0,48.9
3842,2.46442305,10.04855868,61.05762484,0,2.374603531,0.457518174,6.859965756,15.62017571,0,0,0.656805232,0.460325034,0,0,0,0,0,51.8
3848,0,4.069529007,62.89788321,0,0,2.870753021,7.041231585,20.24038613,0,0,2.880217042,0,0,0,0,0,0,36.5
3849,0,4.75638051,63.43265356,0,0,1.089876664,7.32079619,20.82671877,0,0,2.20722921,0,0,0.366345097,0,0,0,32.7
3850,0,4.750709859,63.4354105,0,0,1.099135957,7.315360425,20.83778585,0,0,2.195218759,0,0,0,0,0.366378652,0,31
3854,0,0,60.23704228,0,3.410578454,2.331505395,1.613302671,21.719441,0,3.743145233,3.56624801,0,0,1.701751283,1.52485406,0.152131612,0,83.2
3855,0,0,60.93026494,0,3.070709884,1.180238833,1.399575253,23.16958535,0,4.038575358,1.907878703,0,0,2.757372141,1.545799533,0,0,81.2
3856,0,0,61.06221754,0,3.391212749,0,2.059193313,23.50742465,0,4.46498352,2.082979374,0,0,1.916476945,1.51551191,0,0,82
3859,0,22.14257787,55.80607324,0,0,0,1.081715105,0,0,0,0,0,0,0,0,0,20.96963378,111
3860,1.563413658,5.484258148,62.38266704,0,2.788292863,0,2.812913551,23.0080325,0,1.034068876,0.624749946,0,0,0,0.301603422,0,0,52.2
3861,1.577257567,5.143231196,62.20504348,0,2.481219413,0.486269131,2.381471899,23.19129703,0,1.664536642,0.551728437,0,0,0,0.317945201,0,0,55.1
3862,1.308278565,5.615724027,62.2851677,0,2.900428893,0,2.443765621,23.09543645,0,1.450214447,0.626369218,0,0,0,0.274615076,0,0,55
3863,1.300582488,4.814004376,62.2553703,0,4.493481678,0,3.242210374,23.0653065,0,0,0.514685487,0,0,0,0.314358801,0,0,55
3866,1.824443824,4.194979677,62.17071581,0,4.300474728,0,3.133823575,23.49747122,0,0.14893419,0.412671817,0,0,0,0.316485153,0,0,56
3867,1.565774874,4.839107385,62.33818271,0,3.630871656,0,2.866477623,23.49278757,0,0.776722969,0.172605104,0,0,0,0.317470102,0,0,54.1
3907,0,0,59.79133755,0,9.689310163,0,1.263823065,22.12677725,0,3.640073723,0,3.488678252,0,0,0,0,0,104
3910,0,4.363837231,63.11913092,0,0,2.108267354,8.021849874,20.04541828,0,0,1.73080464,0,0,0.546246854,0,0.064444854,0,33.8
3911,0,3.562945368,62.935992,0,0,3.028503563,8.057257157,20.06188274,0,0,1.737717215,0,0,0.550068759,0,0.065633204,0,35.4
3913,0,3.797237266,63.1260269,0,0,2.069007485,9.097547618,19.80466135,0,0,1.66737662,0,0,0.039554555,0,0.398588207,0,32.4
3914,0,4.091315198,63.05493084,0,0,2.270556702,8.182630395,19.97288888,0,0,1.814596876,0,0,0.372777966,0,0.240303152,0,34.4
3915,0,3.822950012,63.05097267,0,0,2.283920217,8.513912829,19.93351391,0,0,1.828367397,0,0,0.098497907,0,0.467865058,0,34.2
3916,0,3.807114429,63.002499,0,0,2.273779039,8.484250147,19.85931571,0,0,1.820257304,0,0,0.687995557,0,0.064788819,0,35.5
3917,0,3.837062959,63.1764742,0,0,2.108849802,8.416981306,20.22592627,0,0,1.660680848,0,0,0.509561961,0,0.064462658,0,33.1
3918,0,4.678896292,63.05558091,0,0,2.093030331,8.366036932,19.5886952,0,0,1.648869824,0,0,0.505004411,0,0.0638861,0,33.3
3919,0,3.791644796,63.20745978,0,0,2.111958502,8.040263069,20.49896563,0,0,1.735264149,0,0,0.549603236,0,0.064840831,0,33.7
3920,0,4.896057131,63.064726,0,0,2.236209036,8.454625231,19.45411081,0,0,1.216449299,0,0,0.677822495,0,0,0,32.6
3921,0,4.879084868,63.00937585,0,0,2.973571624,8.417028249,19.37069515,0,0,0.676639257,0,0,0.673605,0,0,0,31.6
3922,0,5.156605747,63.42994277,0,0,2.224478494,6.448833918,21.05716571,0,0,1.067626608,0,0,0.615346748,0,0,0,31.4
3924,0,4.640700111,63.18870948,0,0,3.666954271,7.352397387,20.38087021,0,0,0.526932084,0,0,0.191051399,0,0.052385061,0,29.9
3925,0,5.157962605,63.37539529,0,0,2.935126339,6.686930091,20.82834423,0,0,0.635534678,0,0,0.380706764,0,0,0,29.8
3926,0,4.3770026,63.30028414,0,0,2.267093888,8.566592104,20.12877093,0,0,0.145094009,0,0,1.17586603,0,0.039296294,0,30.4
3927,0,4.328820351,63.24145468,0,0,2.04298464,8.475502398,20.08074798,0,0,1.253718657,0,0,0.525165442,0,0.051605853,0,31.2
3928,0,3.807725113,63.19909833,0,0,2.991348849,8.870476423,20.05909589,0,0,0.392957232,0,0,0.67929816,0,0,0,30
3929,0,4.376393996,63.38537585,0,0,1.461812044,8.571945265,20.29658207,0,0,1.377418771,0,0,0,0,0.530472,0,30.7
3930,0,4.399038462,63.44651442,0,0,1.469350962,8.611778846,20.38762019,0,0,1.018629808,0,0,0,0,0.667067308,0,30
3931,0,4.411235146,63.46777098,0,0,1.01728484,8.636418197,20.41171528,0,0,1.386388189,0,0,0,0,0.669187372,0,30.1
3932,0,4.981208614,63.38364255,0,0,1.014138281,8.596313309,19.97852413,0,0,1.381017718,0,0,0,0,0.665155402,0,30.8
3933,0,4.359656549,63.31781352,0,0,1.45724997,8.537912686,20.18684242,0,0,1.732373927,0,0,0,0,0.408150925,0,31.3
3934,0,5.517906087,63.47097979,0,0,1.105388392,7.30098491,20.53251408,0,0,1.478871118,0,0,0,0,0.593355622,0,31.1
3936,0,4.900291829,63.78283074,0,0,0.258390078,6.736381323,21.7473249,0,0,1.556420233,0,0,0,0,1.018360895,0,31.9
3937,0,5.764357463,63.55448356,0,0,0.998381828,6.063566696,21.19500504,0,0,2.005923122,0,0,0,0,0.418282295,0,32.4
3938,0,5.778373766,63.59563574,0,0,0.496769475,6.077044984,21.26356211,0,0,2.368036084,0,0,0,0,0.420577837,0,33.4
3939,0,4.462132176,63.45574047,0,0,1.284370478,8.327303425,20.51676315,0,0,0.922575977,0,0,0.220091655,0,0.811022672,0,30.5
3940,0,4.407198625,63.4823501,0,0,1.287191391,8.338106291,20.59204775,0,0,0.925451421,0,0,0.021101498,0,0.94655292,0,30.8
