,Li,B,O,F,Na,Mg,Al,Si,P,K,Ca,Ti,Fe,Sr,Zr,Ba,Pb,Expansion
3161,0,18.53035144,58.14696486,0,0,0,14.05750799,0,0,0,0,0,0,0,0,9.265175719,0,75.3
3162,0,17.72151899,58.2278481,0,0,0,15.18987342,0,0,0,0,0,0,0,0,8.860759494,0,72.4
3163,0,16.67708464,58.33229154,0,0,0,16.65208151,0,0,0,0,0,0,0,0,8.338542318,0,66.8
3164,0,16.14906832,58.38509317,0,0,0,17.39130435,0,0,0,0,0,0,0,0,8.074534161,0,65.3
3172,0,0,60.17056668,0,6.90724556,0,0,24.9295179,0,2.269523541,5.723146321,0,0,0,0,0,0,98.8
3173,0,0,59.3556646,0,10.17708556,1.041888913,0,23.79987199,0,0,5.625488941,0,0,0,0,0,0,101.2
3174,0,0,61.13633189,0,0,2.709875681,0,24.37142059,0.921916469,6.963263026,3.897192345,0,0,0,0,0,0,86.3
3175,0,1.816820904,60.10479042,0,6.811377246,0,0,22.48911268,0.89139902,2.238704409,5.647795318,0,0,0,0,0,0,100.2
3176,0,0,59.84996403,0,10.03665262,2.572534512,0,22.08748673,1.7538451,0,3.699517008,0,0,0,0,0,0,101.4
3177,0,0,59.53496821,0,3.567665758,1.097184378,0,23.20435967,0,4.701180745,7.894641235,0,0,0,0,0,0,102
3178,0,1.851163733,60.37225957,0,3.465864946,1.067459379,0,21.10934703,1.817383373,4.567104685,5.749417289,0,0,0,0,0,0,98.4
3179,0,1.821099637,59.22760257,0,6.816913201,2.620011164,0,20.73332403,0.893106335,2.239743232,5.648199833,0,0,0,0,0,0,102.8
3180,0,1.812405228,57.89226659,0,10.195682,2.613907141,0,19.97617156,0,0,7.509567478,0,0,0,0,0,0,108.1
3181,0,0,55.24428348,0,13.91847749,2.673625905,0,19.73796336,0,4.580315296,3.84533447,0,0,0,0,0,0,142.1
3182,0,1.835419549,55.77448632,0,13.72515942,1.056041027,0,18.40480448,0.897466176,4.514322346,3.792300685,0,0,0,0,0,0,147.6
3183,0,1.833902796,55.10076006,0,13.72289241,2.635799456,0,18.40178509,0,4.511540339,3.793319852,0,0,0,0,0,0,141.4
3184,0,1.801254807,55.38689874,0,16.85893544,1.035552857,0,18.08675707,0.883761722,2.219523713,3.727315658,0,0,0,0,0,0,146.6
3185,0,1.891418564,55.2084063,0,10.64098074,1.089316988,0,18.29071804,0,6.998248687,5.880910683,0,0,0,0,0,0,141
3186,0,0,53.71445154,0,14.36448056,2.760446895,0,15.55789321,0.943122461,4.722867092,7.936738247,0,0,0,0,0,0,152.3
3187,0,0,54.03842109,0,17.63303653,1.083222323,0,15.27729089,1.850942999,2.320689897,7.79639627,0,0,0,0,0,0,158.5
3188,0,0,53.86233201,0,14.37279435,2.762627883,0,14.45121734,1.882151642,4.726767191,7.942109578,0,0,0,0,0,0,156
3189,0,1.922878114,54.66418553,0,10.82049692,1.109617837,0,14.50429029,1.888417933,7.119473448,7.970639926,0,0,0,0,0,0,151.5
3191,0,3.994167248,63.10467254,0.225068154,0,0.313827427,6.397007545,21.18810626,0,0,2.88784632,0,0,1.096811006,0.050719584,0.741773917,0,39
3192,0,4.402854877,63.23235527,0.222045995,0,0.938937351,5.684377478,21.59238699,0,0,2.321966693,0,0,1.075337034,0.05075337,0.478984933,0,39
3193,0,4.635532804,63.1921108,0.219842342,0,0.728620332,6.168147985,21.13313024,0,0,2.317766402,0,0,1.070946264,0.069093307,0.464809522,0,38
3194,0,4.684106148,63.20395379,0.220354456,0,0.780684358,5.949570309,21.26105707,0,0,2.310573866,0,0,1.089180596,0.050366733,0.450152674,0,37
3195,0,4.573037222,63.23115421,0.222083203,0,0.416015014,6.412261495,21.14169534,0,0,2.430403503,0,0,1.072880826,0.050046919,0.450422271,0,39
3196,0,4.457103509,63.21950609,0.222229178,0,0.572787881,6.497855958,21.13368181,0,0,2.31619143,0,0,1.092365958,0.050079815,0.438198379,0,39
3197,0,4.720989519,63.31476411,0.223460171,0,0.522456173,5.702955339,21.41755579,0,0,2.32587417,0,0,1.095269569,0.223460171,0.453214994,0,39
3198,0,4.522769807,63.29694323,0.221459763,0,0.467872739,6.500311915,21.1852776,0,0,2.170929507,0,0,1.051154086,0.11852776,0.464753587,0,37
3199,1.308892404,5.216959772,62.78031078,0,2.518532304,0,2.109115722,24.14937502,0,1.246859589,0.384603455,0,0,0,0.285350951,0,0,49
3200,1.31840796,4.968905473,62.85758706,0,1.902985075,0,2.23880597,24.26927861,0,1.666666667,0.491293532,0,0,0,0.286069652,0,0,49
3201,1.307311029,5.229244114,62.80049566,0,2.211895911,0,2.112763321,24.19454771,0,1.579925651,0.278810409,0,0,0,0.285006196,0,0,49
3202,1.311881188,5.235148515,62.82178218,0,1.899752475,0,2.116336634,24.24195545,0,1.912128713,0.173267327,0,0,0,0.287747525,0,0,49
3203,1.315220747,5.254708243,62.86816919,0,1.27199753,0,2.12411238,24.32849645,0,2.550169805,0,0,0,0,0.287125656,0,0,49
3204,0,9.049747148,61.78701635,0,0,0,4.116194284,19.21968717,0,4.457250382,0,0,0,0,0,1.370104669,0,65.7
3208,0,0,60.04500818,0,3.18466994,1.745771959,4.146208402,21.09588107,0,4.384888161,3.222176759,0,0,0,0.705810147,1.469585379,0,85.4
3209,0,0,59.86054422,0,3.414965986,1.982993197,4.285714286,20.81292517,0,4.544217687,2.850340136,0,0,0,0.744897959,1.503401361,0,86.7
3210,0,0,59.58249066,0.246803551,3.160456587,2.08069105,4.757824015,20.78977136,0,4.353340418,3.324992287,0,0,0,0,1.703630069,0,87.3
3211,0,0,59.55703062,0,3.583039827,1.720400975,4.761582227,20.74641019,0,4.815768085,3.257924682,0,0,0,0.186263885,1.371579518,0,86.2
3237,0,3.73343527,60.71929154,1.736111111,4.791029562,0.512869521,3.879969419,20.89704383,1.044852192,1.401630989,0.624362895,0,0,0,0,0.65940367,0,72.6
3241,0,3.760401448,61.43365305,1.530839103,3.887442038,0.514514387,3.588896652,21.7461729,1.054436893,1.32122213,0.295369371,0,0,0,0,0.867052023,0,66.1
3244,0,3.179026027,61.63004243,1.428028624,3.84396175,0.519283136,4.05927427,21.80039263,1.177886138,1.152555253,0.297637895,0,0,0,0,0.911911849,0,66
3245,0,3.757336055,61.6451901,1.747894871,3.285276856,0.462490431,3.585098239,22.04963001,1.05256443,1.237560602,0.296631794,0,0,0,0,0.880326614,0,62.5
3246,0,3.742337195,61.32490291,2.394325513,3.267323555,0.359469782,3.729498989,21.69656899,1.226048721,1.187534101,0.25676413,0,0,0,0,0.80880701,0,63.5
3248,0.648156804,4.967124739,63.18593998,0,4.013586364,0,1.676482503,25.1441214,0,0,0.10283257,0,0,0,0.236826525,0.024929108,0,41
3250,12.9350699,5.553609528,55.37687482,0,3.12072095,0,1.897907843,16.08126612,0,2.050759482,1.722765341,0,0,0,0,1.261026017,0,101.8
3251,5.169960953,11.09664921,52.90129249,0,9.353149499,0,1.894845174,9.643732784,0,6.150679541,3.789690347,0,0,0,0,0,0,144.9
3252,12.32169367,6.344800878,53.22403666,0,2.969082812,3.653262764,5.415348867,9.19124766,0,1.955721939,4.924804751,0,0,0,0,0,0,114.1
3253,5.132850242,5.507246377,56.01449275,0,9.281400966,0,5.640096618,14.67995169,0,2.035024155,1.708937198,0,0,0,0,0,0,115
3254,11.65683944,10.00833513,51.96493069,0,8.427746735,3.457537122,2.389405118,8.69632328,0,1.846077856,1.552804618,0,0,0,0,0,0,136.5
3255,5.41579875,11.6199327,55.74106714,0,3.262297709,3.009133152,1.980451851,10.09453613,0,2.147091812,5.409389521,0,0,0,0,1.320301234,0,105.1
3256,12.03272805,5.8399489,55.46126471,0,3.948048788,0,4.513793838,14.69112145,0,1.910149953,1.602944308,0,0,0,0,0,0,110.2
3257,8.593824988,5.765477524,55.80547112,0,4.92081267,1.641337386,2.988321869,15.05679091,0,2.130859063,1.788513838,0,0,0,0,1.308590625,0,111.4
3282,0,0,60.59319034,0,2.654491399,1.748425002,1.380335528,22.48531181,0,3.992355065,3.769377787,0,0,2.042188717,1.334324343,0,0,82.6
3285,0,0,60.65499124,0,3.04028021,0.875656743,1.84938704,22.53590193,0,3.747810858,3.779334501,0,0,2.273204904,1.243432574,0,0,83.5
3286,0,0,60.23708422,0,3.411181883,2.331917905,1.61358811,21.71974522,0,3.743807502,3.56334041,0,0,1.702052371,1.52512385,0.152158528,0,83.2
3287,0,0,60.1552806,0,3.417591378,2.924805899,1.616619988,21.55847839,0,3.75084199,3.151699933,0,0,1.818697486,1.527989506,0.077994824,0,82.8
3288,0,0,60.92966574,0,3.071030641,1.180362117,1.399721448,23.16852368,0,4.038997214,1.908077994,0,0,2.757660167,1.545961003,0,0,81.2
3289,0,0,61.0627888,0,3.390867083,0,2.058983419,23.5084262,0,4.464528404,2.082767056,0,0,1.916281598,1.515357434,0,0,82
3301,0,0,60.10115201,0,9.300365271,2.110845743,0.245855577,24.72955886,0,0,3.512222534,0,0,0,0,0,0,88.5
3302,0,7.091763117,64.20655144,0,2.204279618,0,0.816627268,25.60095785,0,0.07982071,0,0,0,0,0,0,0,32
3303,0,2.181128497,60.47212626,0,3.85423017,2.262412789,2.424981372,21.99756147,0,2.858497595,2.631578947,0,0,0.921221974,0,0.396260923,0,84.5
3304,0,2.004309608,60.12586791,0,6.348120532,3.406642268,1.203953894,22.71436878,0,1.7854089,2.411328112,0,0,0,0,0,0,80.5
3305,0,1.423127508,59.99055745,0,3.777020875,2.343776346,4.411020807,20.06879574,0,2.960914579,2.728223114,0,0,1.52092537,0.364212727,0.411425488,0,84
3306,0,2.239166104,59.63066628,0,3.371617926,1.656854229,7.856384519,17.36318888,0,2.927645337,2.975903227,0,0,1.544252485,0,0.434321011,0,86
3307,0,1.119865884,59.83235541,0,3.466890193,2.09891031,5.384744342,19.44341995,0,3.299245599,2.772841576,0,0,1.676445935,0.352053646,0.553227158,0,88.5
3308,0,1.494109129,59.5701968,0,3.863621405,2.129270059,6.562232607,18.23866254,0,3.119857829,2.659119331,0,0,1.527019022,0.365299809,0.470611466,0,88
3309,0,0,60.19815152,0,4.649208794,2.503150819,1.414367736,21.82117351,0,3.514913878,1.498389581,0,0,1.855482425,1.950007002,0.59515474,0,81.5
3312,0,0,59.48755213,0.161127259,7.89207633,2.05674207,7.746745861,20.093517,0,2.198913181,0.148489827,0.208517629,0,0,0,0,0,91
3317,0,0,60.23995161,0,2.386073397,0,7.534614868,19.09530851,0,2.379352063,4.38230945,0,0,3.982390106,0,0,0,81.8
3318,0,0,60.5459392,0,1.160711273,0,5.074737659,21.47315855,0,5.182710801,2.564362115,0,0,3.745318352,0.253062051,0,0,80.1
3319,0,0,60.55557422,0,1.148768936,0,4.709280844,21.87027644,0,5.851331833,2.24715327,0,0,3.231332505,0.386281952,0,0,86.3
3320,0,0,59.7546978,0,2.393992064,0,10.06788443,16.88912209,0,2.433345358,4.427245597,0,0,4.033712655,0,0,0,81.1
3321,0,0,59.26991433,0,2.832118655,0,11.82073904,15.48075694,0,2.870476921,4.062779696,0,0,3.663214423,0,0,0,81.3
3322,0,0,59.23533115,0,1.186098135,0,7.408143657,18.69595468,0,6.672630289,3.041447172,0,0,3.760394924,0,0,0,90.3
3323,0,0,59.68209066,0,1.212366135,0,6.48615882,19.51909477,0,5.583619586,2.680676231,0,0,4.835993803,0,0,0,89.9
3324,0,0,59.16176518,0,1.150644425,0,8.864461801,17.76749269,0,7.373123775,2.542345643,0,0,2.754475621,0.385690869,0,0,91.3
3325,0,0,59.45057071,0,2.392467918,0,11.76887857,15.4317405,0,2.437608822,4.433481653,0,0,4.036886567,0,0.048365254,0,80
3326,0,0,59.73882894,0,5.877968958,0.839246946,7.640711578,19.69800071,0,2.203428275,4.001814588,0,0,0,0,0,0,87.5
3327,0,0,60.07836165,0,5.215329909,0.790201501,6.802317924,20.35427367,0,1.982088766,4.777426577,0,0,0,0,0,0,85
3328,0,0,60.39428323,0,3.199785788,0.799946447,5.917595475,21.00612511,0,3.152927001,5.529336948,0,0,0,0,0,0,86.2
3329,0,0,60.39338998,0,4.576169131,0.053522446,5.954372115,20.99083428,0,1.786311634,5.492741018,0,0,0,0,0.752659397,0,83.7
3330,0,0,60.69314722,0,3.592322693,0.646618085,5.248212392,21.23575901,0,1.354818844,4.389476205,0,0,1.187177119,0,1.652468439,0,81.3
3331,0,0,60.71783621,0,3.606321347,0.64790374,5.039251311,21.20942031,0,1.364368722,4.408487882,0,0,1.168969182,0.191971479,1.645469816,0,80.9
3332,0,0,59.44583553,0,3.72957301,0.052714813,10.05535055,16.44702161,0,1.436478651,8.83302583,0,0,0,0,0,0,80.6
3333,0,0,59.4600823,0,3.66090535,0.055967078,10.11358025,16.42469136,0,1.461728395,8.006584362,0,0,0.773662551,0,0.042798354,0,81.4
3334,0,0,59.47671548,0,2.395919039,1.244034886,10.14974494,16.41928583,0,2.685535626,7.628764193,0,0,0,0,0,0,78.9
3335,0,0,59.47359817,0,4.328919405,0.320418506,9.677946706,17.09988556,0,1.654405754,7.444825895,0,0,0,0,0,0,82.3
3337,0,0,61.33273207,0,7.416400722,0,0.409324268,26.2349105,0,0.13181629,4.474816151,0,0,0,0,0,0,76
3338,0,0,61.07723577,0,4.983179142,1.096860107,0.434538828,24.61452201,0,2.340902719,3.935379871,0,0,0.532660499,0.984721054,0,0,79
3339,0,0,60.94024605,0,2.16303907,0,2.345545491,23.75963228,0,6.029471407,3.589292957,0.13856969,0,0.128430445,0.905772611,0,0,83.3
3340,0,0,60.66446045,0,2.193238596,0,5.333852443,21.79611965,0,6.255272208,1.615729025,0.282265914,0,1.051197197,0.807864512,0,0,83.9
3341,0,0,60.60665942,0,2.397655041,0,5.012679906,21.56901492,0,5.506702236,1.030859928,0.220663307,0,2.78628594,0.8694793,0,0,85.5
3342,0,0,60.73659765,0,2.335393975,0,5.207208975,21.69234292,0,5.560461845,0,0.242043633,0,2.610146207,0.883132175,0.73267262,0,85
3343,0,0,60.50208394,0,2.377952247,0,6.267971956,20.78123486,0,5.738102161,0,0.24878033,0,2.465186908,0.898193919,0.720493684,0,86.6
3344,0,0,60.7510877,0,2.329156989,0,5.194805195,21.963427,0,5.548104289,0,0,0,2.603945173,0.879976447,0.729497203,0,84.7
3345,0,1.01010101,59.41414141,0,10.52525253,1.35016835,1.892255892,22.84175084,0,0.404040404,1.888888889,0,0,0,0,0.673400673,0,93
3347,0,11.32075472,56.60377358,0,0,0,0,7.547169811,0,0,0,0,0,0,0,0,24.52830189,70
3348,0,0,60.94008718,0,2.162673605,0,2.345149191,23.75899706,0,6.028452675,3.592065691,0.138546278,0,0.128408745,0.905619572,0,0,83.3
3349,0,0,60.7360157,0,2.33562316,0,5.207719987,21.69120052,0,5.561007524,0,0.242067386,0,2.610402355,0.883218842,0.732744521,0,85
3350,0,0,60.5026814,0,2.377721781,0,6.267364476,20.78245138,0,5.737546036,0,0.248756219,0,2.464947987,0.898106868,0.720423855,0,86.6
3356,0,0,60.49012171,0,5.686203371,1.332497774,5.270622382,21.81800191,0,2.097694515,2.605626835,0,0,0,0.418879251,0.280352254,0,84
3357,0,0,60.74701882,0,5.52544266,1.061068953,5.459741796,22.08863047,0,1.819913932,2.67074012,0,0,0,0.348214579,0.279228672,0,81
3358,0,0,60.97268088,0,5.156943194,0.827245739,4.396410821,22.67920878,0,1.787918209,2.771940358,0,0,0,0.540378265,0.867273758,0,80
3359,0,0,60.89854111,0,6.213527851,0,4.423076923,23.05371353,0,1.25331565,3.123342175,0,0,0,0.265251989,0.769230769,0,80
3360,0,0,61.01717393,0,5.112393077,0.547045952,4.535508255,23.07870831,0,2.009150587,2.589350839,0,0,0,0.248657251,0.862011803,0,81
3361,0,0,60.42985671,0,5.684771743,1.186271243,4.778407198,22.15261579,0,2.032655781,2.949016994,0,0,0,0.176607797,0.609796734,0,84
3362,0,0,60.54246153,0,5.672712643,1.08961679,4.090253797,22.47963255,0,2.098769571,2.936936333,0,0,0,0.445904717,0.643712073,0,83
3363,0,0.804815591,60.60394426,0,5.30114071,1.177292228,4.110545745,22.04596096,0,2.061924241,3.086234993,0,0,0,0.385779374,0.422361901,0,81
3364,1.441308574,0,60.50814507,0,5.684789167,1.065897969,4.089294094,22.46430247,0,0.730709928,2.949654756,0,0,0,0.435744453,0.630153516,0,80
3365,0.871255278,0,60.45506333,0,5.736880906,1.07566517,4.081495878,22.44152537,0,1.380604517,2.89859929,0,0,0,0.422223712,0.636686549,0,81
3389,0,0,60.54775234,0,5.685360866,1.079414032,4.096409775,22.48667494,0,2.078374845,2.949951393,0,0,0.335221749,0.442492709,0.298347357,0,83
3390,0,0,60.53125838,0,5.721760129,1.073249262,4.071639388,22.48121814,0,2.06600483,2.968204991,0,0,0.647303461,0.439361417,0,0,85
3391,0,0,60.53707925,0,5.706048009,1.341021859,4.103526887,22.46882124,0,2.065173662,2.692101381,0,0,0.647043047,0.439184659,0,0,82
3392,0,0,60.54025069,0,5.690729942,1.655606944,4.095448757,22.49480528,0,2.104698706,2.339298881,0,0,0.643474764,0.435686038,0,0,82
3393,0.717441127,0,60.42780749,0,5.646527386,1.062875743,4.98887302,21.78895274,0,1.361809546,2.932872754,0,0,0.637725446,0.435114757,0,0,82
3394,0.712858095,0,60.34643571,0,5.662891406,1.325782811,4.990006662,21.64556962,0,1.319120586,2.938041306,0,0,0.659560293,0.399733511,0,0,83
3395,0,0,60.40509529,0,5.620780257,1.606412346,4.988858217,21.71816277,0,2.062061396,2.534339974,0,0,0.62527023,0.439019523,0,0,83
3396,0,0.803159537,60.5887624,0,5.276957287,1.068666822,4.221565829,21.94085825,0,2.143971325,2.8774352,0,0,0.643855166,0.434768179,0,0,82
3397,0,0,60.53954424,0,5.710455764,2.855227882,4.101876676,22.49329759,0,2.084450402,1.142761394,0,0,0.640080429,0.43230563,0,0,82
3398,0,0,60.5804273,0,5.683907854,1.079942492,4.052291952,22.34444482,0.15379986,2.079641579,2.948945134,0,0,0.337690996,0.441338727,0.297569294,0,83
3399,0,0,60.57242209,0,5.710846596,1.066604253,4.059114618,22.33181757,0.153805002,2.059649592,2.962418082,0,0,0.645312291,0.438009897,0,0,85
3400,0,0,60.54073926,0,5.688122452,1.333467014,4.090635653,22.28460664,0.153733039,2.145578504,2.683644141,0,0,0.641668338,0.43780496,0,0,82
3401,0,0,60.57467424,0,5.686602072,1.650517875,4.089542265,22.32876712,0.153691948,2.098229201,2.338790511,0,0,0.641496826,0.437687939,0,0,82
3402,0.715871806,0,60.4447685,0,5.654061578,1.057236602,4.898419116,21.66506479,0.152454181,1.405229841,2.933085871,0,0,0.639644715,0.434162993,0,0,82
3403,0,0,60.49337748,0,5.629139073,1.390728477,4.947019868,21.69205298,0.152317881,2.059602649,2.572847682,0,0,0.625827815,0.437086093,0,0,81
3404,0,0,60.48617099,0,5.644358957,1.074484314,4.835179412,21.74504212,0.152550242,2.069377197,2.928301386,0,0,0.626782516,0.437752869,0,0,83
3405,0,0,60.64507521,0,5.37006771,1.084019879,4.296054168,22.24408792,0.153430506,2.181381542,2.928521397,0,0,0.653747373,0.443614289,0,0,82
3406,0,0,60.31528673,0,5.537557196,1.679970609,4.862897031,21.32861294,0.14695568,2.023980495,3.059350055,0,0,0.614541932,0.430847333,0,0,82
3411,0,1.794305032,61.56546613,0,1.950331556,2.015342608,5.636458198,21.47640099,0,2.476921077,2.93199844,0,0,0,0.152775972,0,0,65
3412,0,1.19361646,60.87114218,0,4.695331047,2.060801899,5.097599578,21.43893432,0,1.325507782,3.148905302,0,0,0,0.168161435,0,0,73
3413,0,2.34791889,61.47278549,0,3.952006727,2.027748132,5.206817373,21.41263219,0,0.86672488,2.54842987,0,0,0,0.164936451,0,0,63
3414,0,1.769048161,61.57848525,0,3.967350655,2.035706156,5.63233716,21.491984,0,0.435758187,2.923482163,0,0,0,0.165848265,0,0,63
3415,0.71208622,1.828329484,60.4631768,0,4.779317424,1.048883757,5.805748011,20.40993072,0,1.796253528,2.261354888,0,0,0,0.343212728,0.551706441,0,76
3416,0,1.849794104,61.02359631,0,3.457742336,2.127590039,5.464409439,20.68109027,0,1.81711223,2.673377345,0,0,0,0.346427871,0.558860056,0,71
3417,0,0.617076933,61.51653364,0,1.3884231,2.139647193,4.225635522,22.96264002,0,3.662217453,2.689650547,0,0,0.623784291,0.174391307,0,0,72
3418,0,1.206686229,61.15855066,0,2.710098579,2.083676766,5.149846692,21.66100689,0,2.67712901,3.181563417,0,0,0,0.171441759,0,0,71
3419,0,0.60022426,60.9458479,0,5.738407757,1.817162456,4.920519755,22.27755425,0,0.890442583,2.239298199,0,0,0.40234813,0.16819471,0,0,74
3446,0,0,60.10046015,0,9.301345323,2.111068179,0.245881485,24.72865222,0,0,3.512592645,0,0,0,0,0,0,88.5
3447,0,7.09111002,64.206778,0,2.204076621,0,0.816552063,25.60166994,0,0.07981336,0,0,0,0,0,0,0,32
3448,0,1.119978539,59.8316679,0,3.467238951,2.099121454,5.38528603,19.44202267,0,3.299577493,2.773120515,0,0,1.67661458,0.352089062,0.553282811,0,88.5
3449,0,0,60.19747208,0,4.649697139,2.503413746,1.414516298,21.81996429,0,3.515283078,1.49854697,0,0,1.855677322,1.950211827,0.595217254,0,81.5
3450,0,0,59.602295,0,5.238587363,4.030504971,1.817469085,20.07768789,0,2.466056092,3.724029792,0,0,0.669968996,2.070489291,0.302911514,0,84
3451,0,3.13111546,60.86105675,0,6.26223092,0,2.935420744,0,17.61252446,9.197651663,0,0,0,0,0,0,0,195
3452,0,3.13111546,60.86105675,0,9.197651663,0,2.935420744,0,17.61252446,6.26223092,0,0,0,0,0,0,0,184
3453,0,3.149606299,61.22047244,0,6.496062992,0.590551181,2.952755906,0,17.71653543,7.874015748,0,0,0,0,0,0,0,178
3454,0,3.15581854,61.34122288,0,6.311637081,0,2.958579882,0,17.75147929,7.692307692,0.788954635,0,0,0,0,0,0,190
3455,0,3.225806452,60.48387097,0,8.064516129,0,4.838709677,0,16.12903226,6.451612903,0.806451613,0,0,0,0,0,0,160
3456,0,3.348260681,63.04631257,0,6.696521361,0,3.140411541,0,18.83113202,4.100296657,0.83706517,0,0,0,0,0,0,160
3457,0,3.393515107,63.15401621,0,5.596904937,0,3.179808401,0,19.07885041,5.596904937,0,0,0,0,0,0,0,176
3458,0,3.144393877,61.14624584,0,5.894753433,0,2.947376717,0,17.67637961,8.641172646,0,0,0,0,0,0.549677877,0,175
3474,0,2.00597808,59.55164397,0,7.990700764,3.467286616,1.826635669,22.5074726,0,2.650282298,0,0,0,0,0,0,0,93.4
3475,0,0,58.85095251,0,7.405419909,4.048162061,3.575261605,21.73665146,0,4.239334585,0.14421787,0,0,0,0,0,0,101.7
3476,0,0,58.31903368,0,8.512499579,4.121664816,3.317519599,21.35527068,0,4.239426668,0.134584974,0,0,0,0,0,0,108.4
3477,0,0.085890787,58.95741799,0,10.59760166,2.236463942,3.045819431,22.79078986,0,2.286016319,0,0,0,0,0,0,0,111.8
3478,0,0.062402496,59.21303519,0,6.85040735,5.217542035,1.150979373,23.33159993,0,4.174033628,0,0,0,0,0,0,0,101.7
3479,0,0,58.5664157,0,8.074132116,4.657104896,2.452900896,22.0454468,0,4.203999591,0,0,0,0,0,0,0,107.8
3480,0,0,61.23403806,0,3.609244732,0.277904809,0,25.32803321,0,3.567031343,4.390192423,0,0,0.865374468,0.728180955,0,0,82
3481,0,0,61.21588874,0,3.687704141,0,0,24.70410564,0,3.638534752,4.481438556,0,0,0.881536895,1.390791276,0,0,81
3482,0,0,61.15598447,0,3.678450295,0,0.447568097,24.44840729,0,3.629497535,4.468687716,0,0,0.877653065,1.29375153,0,0,81
3483,0,0,61.07237484,0,4.051038907,0,0.446241807,24.65485985,0,3.632687212,4.263701018,0,0,0.77046437,1.10863199,0,0,81
3484,0,0,61.12949792,0,3.58425463,0.827406521,0.436588973,24.9419055,0,3.302584325,4.161678755,0,0,0.855573551,0.542215337,0.218294486,0,81
3485,0,0,60.67743068,0,5.405405405,1.109161109,0.435240435,23.96279396,0,2.604422604,3.98034398,0,0,0.645840646,1.179361179,0,0,79.8
3486,0,0,61.04213096,0,5.037320033,1.107219923,0,24.49326117,0,2.129541194,4.37228059,0,0,0.643814779,1.174431356,0,0,80.1
3487,0,0,60.60234635,0,6.436701103,1.099632289,0.434249694,23.97828752,0,1.884083348,3.754158641,0,0,0.640868499,1.169672562,0,0,83.2
3488,0,0,61.49785666,0,4.272505048,1.094696567,0,25.35515641,0,1.877634889,4.332731073,0,0,0.853792468,0.715626882,0,0,78.1
3489,0,0,61.35293076,0,3.612537631,1.108553214,0,25.12130335,0,2.847529662,4.38817071,0,0,0.754382858,0.814591819,0,0,77.4
3490,0,2.222877938,62.54549031,0,0,3.842496967,7.114520835,20.42228124,0,0,3.85233271,0,0,0,0,0,0,41.5
3491,0,3.736892278,62.81855736,0,0,3.031458532,7.073403241,20.23196695,0,0,3.10772164,0,0,0,0,0,0,39.5
3492,0,4.089102038,62.88256452,0,0,2.139206159,7.042342399,20.19940683,0,0,3.647378053,0,0,0,0,0,0,39
3493,0,4.067538886,62.96448823,0,0,2.870085849,6.646181139,20.57211645,0,0,2.879589445,0,0,0,0,0,0,37.3
3494,0,4.100299637,62.89228828,0,0,3.636650371,7.033590916,20.21763129,0,0,2.119539505,0,0,0,0,0,0,35.8
3495,0,4.057698338,63.10128567,0,0,2.565067419,7.0241455,20.66164942,0,0,2.590153653,0,0,0,0,0,0,34.3
3496,0,4.761759409,63.43823449,0,0,1.468209151,7.313574067,20.83880223,0,0,2.179420653,0,0,0,0,0,0,31
3497,0,6.326666264,63.44189981,0,0,0,6.362922231,20.53900538,0,0,3.329506315,0,0,0,0,0,0,34.7
3498,0,6.355919403,63.44440081,0,0,0,6.337794158,20.54194484,0,0,3.020874241,0,0,0,0,0.29906655,0,34.4
3499,0,6.892421929,63.47495434,0,0,0,6.275636995,20.36587922,0,0,2.991107518,0,0,0,0,0,0,34.3
3500,0,0,55.3133422,0,7.116296524,9.384914543,7.041244499,14.15754102,0,6.986661208,0,0,0,0,0,0,0,107.81
3501,0,0,56.19415835,0,6.71886676,7.482374346,10.01332077,13.69115306,0,5.90012671,0,0,0,0,0,0,0,101.23
3502,0,0,55.74968859,0,6.726545598,0,9.906247951,13.063004,0,6.306956009,8.247557857,0,0,0,0,0,0,116.16
3504,0,0,54.11245796,0,9.614774386,0,9.6528527,12.72767659,0,9.04359967,0,0,0,0,0,4.8486387,0,144.51
3505,0,0,56.94283539,0,6.62010526,6.087186786,6.785607891,17.0567012,0,6.50756347,0,0,0,0,0,0,0,107.26
3506,0,0,57.30397422,0,6.368863335,4.26486384,9.490111834,16.22227839,0,6.349908384,0,0,0,0,0,0,0,106.47
3508,0,0,57.15099355,0,6.511833945,0,9.625363878,15.88406531,0,6.277686369,0,0,0,0,0,4.550056955,0,114.8
3510,0,0,58.01841241,0,6.592416146,2.942123222,6.373527329,19.45535312,0,6.618167772,0,0,0,0,0,0,0,115.14
3512,0,0,58.11668439,0,6.475306852,0,6.468863761,19.43236365,0,6.391546664,0,0,0,0,0,3.11523469,0,115.39
3514,0,0,58.55265183,0,6.094745591,0,9.142118386,18.62899006,0,6.094745591,1.486748546,0,0,0,0,0,0,109.18
3515,0,0,58.60499446,0,6.046254152,0,9.22007627,18.6308279,0,6.015500062,0,0,0,0,0,1.482347152,0,105.79
3516,7.189892561,0,58.05160843,0,6.584958568,1.628910804,7.107974416,19.43665522,0,0,0,0,0,0,0,0,0,93.12
3517,6.635131274,0,58.50661926,0,6.482745484,0,6.374805549,20.38477412,0,0,1.615924315,0,0,0,0,0,0,90.6
3518,6.318663872,0,58.75087318,0,6.388518448,0,6.286911793,20.71188163,0,0,0,0,0,1.543151076,0,0,0,90.62
